gene1_Label	gene1_start	gene1_end	gene1_reference	Atf1_Transcription_Factor1_Label	Atf1_Transcription_Factor167_Offset
gene-LOC411947	12361302	12363635	NC_037644.1	Atf1_2509	-19
gene-LOC100578834	12382036	12383846	NC_037644.1	Atf1_2508	-54
gene-LOC413433	12353581	12361285	NC_037644.1	Atf1_2510	-19
gene-LOC413361	12433755	12438508	NC_037644.1	Atf1_2504	84
gene-LOC100578937	12320864	12326496	NC_037644.1	Atf1_2512	0
gene-LOC100578937	12320864	12326496	NC_037644.1	Atf1_2513	41
gene-LOC552568	12430412	12443689	NC_037644.1	Atf1_2505	-64
gene-LOC552568	12430412	12443689	NC_037644.1	Atf1_2506	49
gene-LOC725330	12530474	12532973	NC_037644.1	Atf1_2499	66
gene-LOC725330	12530474	12532973	NC_037644.1	Atf1_2500	82
gene-LOC100576974	12405223	12406384	NC_037644.1	Atf1_2507	73
gene-LOC724893	12490796	12493573	NC_037644.1	Atf1_2502	-20
gene-LOC102653798	12493791	12495560	NC_037644.1	Atf1_2501	75
gene-LOC552061	12336283	12344644	NC_037644.1	Atf1_2511	-39
gene-LOC410067	12471068	12481565	NC_037644.1	Atf1_2503	39
gene-LOC725555	12728782	12737454	NC_037644.1	Atf1_2496	32
gene-LOC725632	12724301	12726878	NC_037644.1	Atf1_2497	-30
gene-LOC725632	12724301	12726878	NC_037644.1	Atf1_2498	-20
gene-LOC726164	13395944	13397041	NC_037644.1	Atf1_2489	-74
gene-LOC411696	13470263	13472660	NC_037644.1	Atf1_2485	1
gene-LOC551337	13397507	13403080	NC_037644.1	Atf1_2488	64
gene-LOC724223	13499261	13504401	NC_037644.1	Atf1_2483	-1
gene-LOC724223	13499261	13504401	NC_037644.1	Atf1_2484	85
gene-LOC102656729	13347404	13349174	NC_037644.1	Atf1_2491	-10
gene-LOC725966	13322597	13326341	NC_037644.1	Atf1_2495	26
gene-LOC100576987	13334402	13338047	NC_037644.1	Atf1_2494	-18
gene-LOC551223	13415264	13420567	NC_037644.1	Atf1_2486	-4
gene-LOC551223	13415264	13420567	NC_037644.1	Atf1_2487	-77
gene-LOC726050	13361006	13366896	NC_037644.1	Atf1_2490	-27
gene-LOC113218899	13341656	13345205	NC_037644.1	Atf1_2492	-22
gene-LOC113218899	13341656	13345205	NC_037644.1	Atf1_2493	-48
gene-LOC107963970	13789737	13792505	NC_037644.1	Atf1_2470	-10
gene-LOC113218891	14030058	14069999	NC_037644.1	Atf1_2467	-86
gene-LOC113218907	13797932	13799988	NC_037644.1	Atf1_2469	81
gene-LOC408900	13807029	13813632	NC_037644.1	Atf1_2468	51
gene-LOC408908	13628754	13653708	NC_037644.1	Atf1_2479	5
gene-LOC724569	13656698	13680971	NC_037644.1	Atf1_2477	74
gene-LOC724569	13656698	13680971	NC_037644.1	Atf1_2478	77
gene-LOC724706	13738785	13750818	NC_037644.1	Atf1_2473	-15
gene-LOC102655089	13543047	13543597	NC_037644.1	Atf1_2481	-47
gene-LOC113218897	13721174	13723783	NC_037644.1	Atf1_2474	-88
gene-LOC113218897	13721174	13723783	NC_037644.1	Atf1_2475	11
gene-LOC113218897	13721174	13723783	NC_037644.1	Atf1_2476	64
gene-LOC408909	13626834	13628255	NC_037644.1	Atf1_2480	30
gene-LOC725175	13788554	13789619	NC_037644.1	Atf1_2471	-41
gene-LOC408910	13533147	13547316	NC_037644.1	Atf1_2482	31
gene-LOC408901	13783828	13785469	NC_037644.1	Atf1_2472	74
gene-LOC100578113	514606	515546	NC_037645.1	Atf1_2462	42
gene-LOC102654234	68668	85771	NC_037645.1	Atf1_2465	48
gene-LOC100577817	289653	293974	NC_037645.1	Atf1_2463	-18
gene-LOC724264	528142	529121	NC_037645.1	Atf1_2461	-19
gene-LOC413616	13089	289186	NC_037645.1	Atf1_2464	-66
gene-LOC725973	1530270	1531740	NC_037645.1	Atf1_2450	-81
gene-LOC113218957	1549974	1551707	NC_037645.1	Atf1_2448	0
gene-LOC724630	1180948	1183292	NC_037645.1	Atf1_2460	19
gene-LOC107963995	1195969	1199949	NC_037645.1	Atf1_2458	-81
gene-LOC552732	1436175	1442408	NC_037645.1	Atf1_2455	-88
gene-LOC725220	1395516	1431135	NC_037645.1	Atf1_2456	4
gene-LOC100576326	1189084	1193536	NC_037645.1	Atf1_2459	76
gene-LOC100577539	1478970	1483019	NC_037645.1	Atf1_2452	-67
gene-LOC100577539	1478970	1483019	NC_037645.1	Atf1_2453	-50
gene-LOC100577539	1478970	1483019	NC_037645.1	Atf1_2454	-62
gene-LOC551513	1308138	1314640	NC_037645.1	Atf1_2457	-83
gene-LOC113218931	1482847	1484111	NC_037645.1	Atf1_2451	87
gene-LOC552717	1570578	1572919	NC_037645.1	Atf1_2445	-69
gene-LOC552768	1532180	1536443	NC_037645.1	Atf1_2449	-79
gene-LOC113218958	1563471	1565310	NC_037645.1	Atf1_2446	34
gene-LOC113218958	1563471	1565310	NC_037645.1	Atf1_2447	27
gene-LOC413919	1732662	1740678	NC_037645.1	Atf1_2433	-94
gene-LOC413919	1732662	1740678	NC_037645.1	Atf1_2434	-28
gene-LOC413919	1732662	1740678	NC_037645.1	Atf1_2435	-91
gene-LOC100576663	1743057	1743867	NC_037645.1	Atf1_2431	90
gene-LOC100576663	1743057	1743867	NC_037645.1	Atf1_2432	93
gene-LOC409059	1579340	1581992	NC_037645.1	Atf1_2441	-98
gene-LOC409059	1579340	1581992	NC_037645.1	Atf1_2442	-83
gene-LOC409059	1579340	1581992	NC_037645.1	Atf1_2443	-59
gene-LOC409059	1579340	1581992	NC_037645.1	Atf1_2444	-88
gene-LOC411423	1582370	1584680	NC_037645.1	Atf1_2440	55
gene-LOC412444	1753851	1757072	NC_037645.1	Atf1_2428	5
gene-LOC107964901	1668915	1669933	NC_037645.1	Atf1_2438	75
gene-LOC726890	1643565	1645245	NC_037645.1	Atf1_2439	3
gene-LOC409493	1747804	1751237	NC_037645.1	Atf1_2429	35
gene-LOC409493	1747804	1751237	NC_037645.1	Atf1_2430	38
gene-LOC100576801	1674320	1677744	NC_037645.1	Atf1_2436	62
gene-LOC100576801	1674320	1677744	NC_037645.1	Atf1_2437	79
gene-LOC409250	2224064	2226802	NC_037645.1	Atf1_2397	56
gene-LOC409250	2224064	2226802	NC_037645.1	Atf1_2398	7
gene-LOC409326	1972951	1974405	NC_037645.1	Atf1_2415	-78
gene-LOC725764	1988409	1989830	NC_037645.1	Atf1_2411	-16
gene-LOC100578826	1804130	1812018	NC_037645.1	Atf1_2426	14
gene-LOC100578826	1804130	1812018	NC_037645.1	Atf1_2427	-80
gene-LOC724393	2198900	2201194	NC_037645.1	Atf1_2400	-17
gene-LOC107964903	1830864	1832297	NC_037645.1	Atf1_2425	-31
gene-LOC100576968	2251179	2255539	NC_037645.1	Atf1_2393	72
gene-LOC724519	2227380	2230370	NC_037645.1	Atf1_2396	-8
gene-LOC551866	1912003	1914121	NC_037645.1	Atf1_2422	-40
gene-LOC100576300	1976574	1983043	NC_037645.1	Atf1_2413	62
gene-LOC100576300	1976574	1983043	NC_037645.1	Atf1_2414	72
gene-LOC411881	2219021	2224075	NC_037645.1	Atf1_2399	-24
gene-LOC727030	1957353	1961021	NC_037645.1	Atf1_2418	53
gene-LOC413293	1961258	1962050	NC_037645.1	Atf1_2416	-40
gene-LOC413293	1961258	1962050	NC_037645.1	Atf1_2417	-30
gene-LOC552596	2246609	2249072	NC_037645.1	Atf1_2394	-15
gene-LOC410107	1923983	1927383	NC_037645.1	Atf1_2421	-52
gene-LOC552550	1947412	1952102	NC_037645.1	Atf1_2419	-15
gene-LOC552550	1947412	1952102	NC_037645.1	Atf1_2420	77
gene-LOC552034	1990394	1992371	NC_037645.1	Atf1_2410	-27
gene-LOC413946	1836223	1884516	NC_037645.1	Atf1_2423	17
gene-LOC413946	1836223	1884516	NC_037645.1	Atf1_2424	20
gene-LOC551962	1983983	1986845	NC_037645.1	Atf1_2412	21
gene-LOC411771	2160345	2164245	NC_037645.1	Atf1_2405	81
gene-LOC100577982	1997966	1999257	NC_037645.1	Atf1_2408	83
gene-LOC100577982	1997966	1999257	NC_037645.1	Atf1_2409	-14
gene-LOC409370	2169328	2176600	NC_037645.1	Atf1_2403	-38
gene-LOC409370	2169328	2176600	NC_037645.1	Atf1_2404	5
gene-LOC409196	2153795	2160013	NC_037645.1	Atf1_2406	-49
gene-LOC413253	2373852	2377025	NC_037645.1	Atf1_2386	-78
gene-LOC413253	2373852	2377025	NC_037645.1	Atf1_2387	12
gene-LOC413253	2373852	2377025	NC_037645.1	Atf1_2388	6
gene-LOC413253	2373852	2377025	NC_037645.1	Atf1_2389	-59
gene-LOC100577452	2405938	2413813	NC_037645.1	Atf1_2381	-29
gene-LOC100577452	2405938	2413813	NC_037645.1	Atf1_2382	-22
gene-LOC100577452	2405938	2413813	NC_037645.1	Atf1_2383	-5
gene-LOC100577452	2405938	2413813	NC_037645.1	Atf1_2384	-24
gene-LOC412439	2425395	2458979	NC_037645.1	Atf1_2377	9
gene-LOC412439	2425395	2458979	NC_037645.1	Atf1_2378	14
gene-LOC412439	2425395	2458979	NC_037645.1	Atf1_2379	-28
gene-LOC413275	2419168	2422106	NC_037645.1	Atf1_2380	-22
gene-LOC413029	2484745	2500149	NC_037645.1	Atf1_2374	27
gene-LOC413556	2477063	2481964	NC_037645.1	Atf1_2375	-9
gene-LOC413556	2477063	2481964	NC_037645.1	Atf1_2376	53
gene-LOC409325	2296273	2302367	NC_037645.1	Atf1_2392	-3
gene-LOC100576382	2406407	2409642	NC_037645.1	Atf1_2385	84
gene-LOC552400	2629942	2634238	NC_037645.1	Atf1_2367	-48
gene-LOC724932	2522924	2524721	NC_037645.1	Atf1_2373	-87
gene-LOC100577582	2707894	2709608	NC_037645.1	Atf1_2363	-79
gene-LOC100577756	2626311	2630080	NC_037645.1	Atf1_2368	26
gene-LOC413664	2778112	2789685	NC_037645.1	Atf1_2357	14
gene-LOC408957	2718318	2751150	NC_037645.1	Atf1_2360	88
gene-LOC724570	2617570	2618970	NC_037645.1	Atf1_2369	-12
gene-LOC413340	2603273	2605130	NC_037645.1	Atf1_2371	-14
gene-LOC725967	2704494	2708002	NC_037645.1	Atf1_2364	86
gene-LOC552279	2692961	2696422	NC_037645.1	Atf1_2365	-68
gene-LOC552279	2692961	2696422	NC_037645.1	Atf1_2366	51
gene-LOC102655877	2610883	2612008	NC_037645.1	Atf1_2370	-53
gene-LOC107964793	2573027	2581503	NC_037645.1	Atf1_2372	18
gene-LOC725900	2710569	2714013	NC_037645.1	Atf1_2361	-44
gene-LOC725900	2710569	2714013	NC_037645.1	Atf1_2362	-39
gene-LOC409197	2773869	2778056	NC_037645.1	Atf1_2358	-81
gene-LOC409197	2773869	2778056	NC_037645.1	Atf1_2359	-57
gene-LOC409089	3464377	3468649	NC_037645.1	Atf1_2342	-84
gene-LOC551090	3407652	3410377	NC_037645.1	Atf1_2347	-32
gene-LOC100578828	3381526	3402870	NC_037645.1	Atf1_2349	-37
gene-LOC726537	3443329	3447104	NC_037645.1	Atf1_2344	-7
gene-LOC414009	3484758	3489292	NC_037645.1	Atf1_2340	-59
gene-LOC412308	3440760	3442939	NC_037645.1	Atf1_2345	69
gene-LOC102655080	2830040	2831494	NC_037645.1	Atf1_2351	9
gene-LOC551833	2808588	2810280	NC_037645.1	Atf1_2354	-88
gene-LOC551780	2813698	2818323	NC_037645.1	Atf1_2353	-38
gene-LOC551885	3477058	3482492	NC_037645.1	Atf1_2341	-54
gene-LOC725331	2836802	2842562	NC_037645.1	Atf1_2350	39
gene-LOC726586	3403007	3406212	NC_037645.1	Atf1_2348	62
gene-LOC551462	3448673	3455764	NC_037645.1	Atf1_2343	-2
gene-LOC725483	2804897	2807912	NC_037645.1	Atf1_2355	91
gene-LOC107964885	2822961	2824633	NC_037645.1	Atf1_2352	74
gene-LOC726617	3410313	3411983	NC_037645.1	Atf1_2346	65
gene-LOC410142	3492014	3494969	NC_037645.1	Atf1_2339	69
gene-LOC413663	2798394	2805007	NC_037645.1	Atf1_2356	24
gene-LOC100576982	4168495	4170582	NC_037645.1	Atf1_2322	73
gene-LOC113218926	4188123	4190078	NC_037645.1	Atf1_2319	30
gene-LOC113218926	4188123	4190078	NC_037645.1	Atf1_2320	-4
gene-LOC551571	3935201	3949535	NC_037645.1	Atf1_2328	-25
gene-LOC413618	3848203	3855976	NC_037645.1	Atf1_2334	8
gene-LOC107964872	4198115	4201751	NC_037645.1	Atf1_2318	51
gene-LOC552177	3734922	3779021	NC_037645.1	Atf1_2337	78
gene-LOC725057	4161177	4165155	NC_037645.1	Atf1_2323	-74
gene-LOC725057	4161177	4165155	NC_037645.1	Atf1_2324	41
gene-LOC102655697	4137503	4140059	NC_037645.1	Atf1_2325	-80
gene-LOC102655697	4137503	4140059	NC_037645.1	Atf1_2326	28
gene-LOC113218934	4056913	4058666	NC_037645.1	Atf1_2327	47
gene-LOC727480	3782166	3784644	NC_037645.1	Atf1_2336	-53
gene-LOC100577028	4175628	4185151	NC_037645.1	Atf1_2321	74
gene-LOC102656579	3932284	3933139	NC_037645.1	Atf1_2329	14
gene-LOC551226	3732416	3734216	NC_037645.1	Atf1_2338	-63
gene-LOC413620	3795032	3843750	NC_037645.1	Atf1_2335	94
gene-LOC411630	3885175	3927948	NC_037645.1	Atf1_2330	-66
gene-LOC100578559	3862026	3865099	NC_037645.1	Atf1_2331	80
gene-LOC724176	3857245	3859231	NC_037645.1	Atf1_2332	-83
gene-LOC724176	3857245	3859231	NC_037645.1	Atf1_2333	-78
gene-LOC411249	5079236	5082969	NC_037645.1	Atf1_2314	10
gene-LOC107964799	5181639	5183700	NC_037645.1	Atf1_2309	-19
gene-LOC408961	5142757	5179126	NC_037645.1	Atf1_2310	98
gene-LOC411250	5086784	5096332	NC_037645.1	Atf1_2311	-13
gene-LOC411250	5086784	5096332	NC_037645.1	Atf1_2312	-3
gene-LOC411250	5086784	5096332	NC_037645.1	Atf1_2313	-10
gene-LOC100577080	4493858	4497005	NC_037645.1	Atf1_2317	50
gene-LOC725021	4511466	4555900	NC_037645.1	Atf1_2315	32
gene-LOC100577110	4497676	4501412	NC_037645.1	Atf1_2316	-17
gene-LOC100577269	6252748	6256449	NC_037645.1	Atf1_2299	-16
gene-LOC726027	5884073	5885524	NC_037645.1	Atf1_2303	53
gene-LOC726027	5884073	5885524	NC_037645.1	Atf1_2304	15
gene-LOC409770	6256594	6259522	NC_037645.1	Atf1_2298	4
gene-LOC724571	6259767	6268545	NC_037645.1	Atf1_2297	24
gene-LOC411266	6326714	6329530	NC_037645.1	Atf1_2294	-25
gene-LOC411255	5275232	5277352	NC_037645.1	Atf1_2307	30
gene-LOC411255	5275232	5277352	NC_037645.1	Atf1_2308	-19
gene-LOC726190	5979293	5985805	NC_037645.1	Atf1_2302	46
gene-LOC411264	5986449	6124292	NC_037645.1	Atf1_2301	54
gene-LOC413106	6186245	6202089	NC_037645.1	Atf1_2300	-68
gene-LOC409769	6275726	6284969	NC_037645.1	Atf1_2296	-40
gene-LOC100577825	6315106	6316910	NC_037645.1	Atf1_2295	-29
gene-LOC100576182	5879790	5881685	NC_037645.1	Atf1_2305	-5
gene-LOC411448	6482282	6483514	NC_037645.1	Atf1_2286	-5
gene-LOC102655587	6406490	6407045	NC_037645.1	Atf1_2292	19
gene-LOC102655587	6406490	6407045	NC_037645.1	Atf1_2293	36
gene-LOC725679	6579240	6596535	NC_037645.1	Atf1_2283	-43
gene-LOC107964813	6590026	6597605	NC_037645.1	Atf1_2281	22
gene-LOC725837	6611945	6617193	NC_037645.1	Atf1_2279	17
gene-LOC725837	6611945	6617193	NC_037645.1	Atf1_2280	-21
gene-LOC725312	6466799	6469858	NC_037645.1	Atf1_2289	34
gene-LOC100577746	6529201	6532277	NC_037645.1	Atf1_2284	88
gene-LOC100577746	6529201	6532277	NC_037645.1	Atf1_2285	98
gene-LOC409538	6455766	6460992	NC_037645.1	Atf1_2290	-12
gene-LOC725518	6476306	6481510	NC_037645.1	Atf1_2287	76
gene-LOC725518	6476306	6481510	NC_037645.1	Atf1_2288	-34
gene-LOC100576515	6448785	6449753	NC_037645.1	Atf1_2291	0
gene-LOC726380	7002616	7004038	NC_037645.1	Atf1_2270	32
gene-LOC726380	7002616	7004038	NC_037645.1	Atf1_2271	-35
gene-LOC102655491	6952703	6961029	NC_037645.1	Atf1_2274	-85
gene-LOC551751	6745314	6747223	NC_037645.1	Atf1_2275	9
gene-LOC107964850	6703485	6705458	NC_037645.1	Atf1_2276	-89
gene-LOC409991	6967787	6970453	NC_037645.1	Atf1_2273	-63
gene-LOC102656264	6697353	6702496	NC_037645.1	Atf1_2277	6
gene-LOC409995	6986709	6988684	NC_037645.1	Atf1_2272	-95
gene-LOC409455	6629592	6632889	NC_037645.1	Atf1_2278	-25
gene-LOC413844	7254370	7262356	NC_037645.1	Atf1_2258	-69
gene-LOC113218951	7117921	7120078	NC_037645.1	Atf1_2265	-40
gene-LOC113218951	7117921	7120078	NC_037645.1	Atf1_2266	-38
gene-LOC113218951	7117921	7120078	NC_037645.1	Atf1_2267	19
gene-LOC113218951	7117921	7120078	NC_037645.1	Atf1_2268	-26
gene-LOC113218951	7117921	7120078	NC_037645.1	Atf1_2269	-37
gene-LOC552516	7241768	7243527	NC_037645.1	Atf1_2259	44
gene-LOC409243	7334627	7348242	NC_037645.1	Atf1_2255	-58
gene-LOC113218943	7203354	7204306	NC_037645.1	Atf1_2262	34
gene-LOC552623	7189682	7192199	NC_037645.1	Atf1_2263	77
gene-LOC411820	7268909	7273910	NC_037645.1	Atf1_2257	12
gene-LOC409244	7348509	7352373	NC_037645.1	Atf1_2254	4
gene-LOC411597	7303816	7318820	NC_037645.1	Atf1_2256	90
gene-LOC413676	7356061	7383896	NC_037645.1	Atf1_2253	36
gene-LOC726637	7215095	7225186	NC_037645.1	Atf1_2261	3
gene-LOC102654944	7132397	7133453	NC_037645.1	Atf1_2264	-13
gene-LOC411679	7237567	7240991	NC_037645.1	Atf1_2260	-5
gene-LOC411269	7648137	7651060	NC_037645.1	Atf1_2246	-9
gene-LOC412080	7781793	7786350	NC_037645.1	Atf1_2235	-62
gene-LOC412080	7781793	7786350	NC_037645.1	Atf1_2236	87
gene-LOC412080	7781793	7786350	NC_037645.1	Atf1_2237	99
gene-LOC551928	7766971	7772021	NC_037645.1	Atf1_2238	-72
gene-LOC409367	7715163	7718418	NC_037645.1	Atf1_2242	10
gene-LOC113218962	7602722	7604781	NC_037645.1	Atf1_2248	96
gene-LOC408966	7608845	7621581	NC_037645.1	Atf1_2247	75
gene-LOC413912	7723627	7731596	NC_037645.1	Atf1_2240	44
gene-LOC413912	7723627	7731596	NC_037645.1	Atf1_2241	-41
gene-LOC409368	7703998	7711354	NC_037645.1	Atf1_2243	100
gene-LOC726643	7763436	7766145	NC_037645.1	Atf1_2239	-63
gene-LOC413625	8243550	8247470	NC_037645.1	Atf1_2224	-88
gene-LOC102656147	8317673	8321517	NC_037645.1	Atf1_2222	-37
gene-LOC409240	8204161	8207057	NC_037645.1	Atf1_2233	66
gene-LOC725571	8239849	8243492	NC_037645.1	Atf1_2225	62
gene-LOC725571	8239849	8243492	NC_037645.1	Atf1_2226	-72
gene-LOC410037	7792064	7795027	NC_037645.1	Atf1_2234	6
gene-LOC408970	8301541	8312407	NC_037645.1	Atf1_2223	16
gene-LOC409544	8211552	8213300	NC_037645.1	Atf1_2232	87
gene-LOC413627	8235041	8238871	NC_037645.1	Atf1_2227	63
gene-LOC413627	8235041	8238871	NC_037645.1	Atf1_2228	-68
gene-LOC725370	8220608	8222321	NC_037645.1	Atf1_2229	-80
gene-LOC725370	8220608	8222321	NC_037645.1	Atf1_2230	51
gene-LOC725370	8220608	8222321	NC_037645.1	Atf1_2231	11
gene-LOC100577901	8325099	8331073	NC_037645.1	Atf1_2219	-67
gene-LOC100577901	8325099	8331073	NC_037645.1	Atf1_2220	-48
gene-LOC100577901	8325099	8331073	NC_037645.1	Atf1_2221	-41
gene-LOC411280	8439268	8441500	NC_037645.1	Atf1_2214	-11
gene-LOC411280	8439268	8441500	NC_037645.1	Atf1_2215	43
gene-LOC102656294	8389296	8398519	NC_037645.1	Atf1_2216	88
gene-LOC102656294	8389296	8398519	NC_037645.1	Atf1_2217	17
gene-LOC102656294	8389296	8398519	NC_037645.1	Atf1_2218	-50
gene-LOC102654485	8519711	8521346	NC_037645.1	Atf1_2212	95
gene-LOC552024	8626451	8629999	NC_037645.1	Atf1_2200	-9
gene-LOC552024	8626451	8629999	NC_037645.1	Atf1_2201	-4
gene-LOC102656498	8659153	8661669	NC_037645.1	Atf1_2197	-85
gene-LOC551781	8570856	8574339	NC_037645.1	Atf1_2210	58
gene-LOC551781	8570856	8574339	NC_037645.1	Atf1_2211	51
gene-LOC410004	8585455	8586628	NC_037645.1	Atf1_2208	38
gene-LOC726658	8658662	8660224	NC_037645.1	Atf1_2198	-71
gene-LOC100578909	8610049	8619263	NC_037645.1	Atf1_2204	-85
gene-LOC100578909	8610049	8619263	NC_037645.1	Atf1_2205	91
gene-LOC552049	8629355	8633257	NC_037645.1	Atf1_2199	100
gene-LOC413643	8596299	8598484	NC_037645.1	Atf1_2206	-67
gene-LOC413643	8596299	8598484	NC_037645.1	Atf1_2207	54
gene-LOC726514	8680213	8780078	NC_037645.1	Atf1_2196	-34
gene-LOC409553	8579821	8583467	NC_037645.1	Atf1_2209	26
gene-LOC726411	8614426	8615400	NC_037645.1	Atf1_2203	61
gene-LOC413875	9476483	9477555	NC_037645.1	Atf1_2184	54
gene-LOC413875	9476483	9477555	NC_037645.1	Atf1_2185	66
gene-LOC724934	9527001	9548774	NC_037645.1	Atf1_2180	6
gene-LOC724934	9527001	9548774	NC_037645.1	Atf1_2181	13
gene-LOC100578253	8975196	8986447	NC_037645.1	Atf1_2193	55
gene-LOC411651	8867701	8871659	NC_037645.1	Atf1_2194	74
gene-LOC411651	8867701	8871659	NC_037645.1	Atf1_2195	-31
gene-LOC100578107	9107808	9110449	NC_037645.1	Atf1_2192	58
gene-LOC552498	9458510	9462293	NC_037645.1	Atf1_2186	81
gene-LOC552498	9458510	9462293	NC_037645.1	Atf1_2187	84
gene-LOC552560	9477953	9482784	NC_037645.1	Atf1_2182	48
gene-LOC552560	9477953	9482784	NC_037645.1	Atf1_2183	55
gene-LOC408973	9763947	9779071	NC_037645.1	Atf1_2176	-75
gene-LOC409245	9391755	9448134	NC_037645.1	Atf1_2190	75
gene-LOC411459	9344116	9351118	NC_037645.1	Atf1_2191	-23
gene-LOC113218920	9602834	9614911	NC_037645.1	Atf1_2178	-43
gene-LOC412612	9450383	9454325	NC_037645.1	Atf1_2188	-59
gene-LOC412612	9450383	9454325	NC_037645.1	Atf1_2189	89
gene-LOC725804	10430847	10433690	NC_037645.1	Atf1_2175	72
gene-LOC551131	11637998	11639574	NC_037645.1	Atf1_2164	50
gene-LOC102656218	11423217	11424782	NC_037645.1	Atf1_2165	70
gene-LOC551296	10470186	10472431	NC_037645.1	Atf1_2169	-27
gene-LOC552685	10453372	10456108	NC_037645.1	Atf1_2172	3
gene-LOC552685	10453372	10456108	NC_037645.1	Atf1_2173	-52
gene-LOC100577283	10551205	10951318	NC_037645.1	Atf1_2167	-3
gene-LOC725838	10435546	10451042	NC_037645.1	Atf1_2174	-41
gene-LOC411288	10955748	11211303	NC_037645.1	Atf1_2166	58
gene-LOC102655072	10474073	10539132	NC_037645.1	Atf1_2168	75
gene-LOC100576916	10466915	10469802	NC_037645.1	Atf1_2170	35
gene-LOC100576916	10466915	10469802	NC_037645.1	Atf1_2171	-64
gene-LOC551263	11657164	11668404	NC_037645.1	Atf1_2162	-48
gene-LOC411989	11768494	11773048	NC_037645.1	Atf1_2151	-76
gene-LOC409912	11674171	11681041	NC_037645.1	Atf1_2161	-55
gene-LOC100577519	11889156	11891739	NC_037645.1	Atf1_2141	-13
gene-LOC726778	11825192	11829807	NC_037645.1	Atf1_2146	-23
gene-LOC100576975	11724679	11726340	NC_037645.1	Atf1_2157	-72
gene-LOC551888	11830363	11834188	NC_037645.1	Atf1_2145	15
gene-LOC409529	11650680	11653249	NC_037645.1	Atf1_2163	8
gene-LOC551696	11698103	11699262	NC_037645.1	Atf1_2160	-42
gene-LOC552794	11919498	11926915	NC_037645.1	Atf1_2137	23
gene-LOC552010	11927369	11930704	NC_037645.1	Atf1_2136	59
gene-LOC727634	11726930	11732210	NC_037645.1	Atf1_2154	-70
gene-LOC727634	11726930	11732210	NC_037645.1	Atf1_2155	-9
gene-LOC727634	11726930	11732210	NC_037645.1	Atf1_2156	-67
gene-LOC409511	11905904	11917624	NC_037645.1	Atf1_2138	-57
gene-LOC409511	11905904	11917624	NC_037645.1	Atf1_2139	-48
gene-LOC409511	11905904	11917624	NC_037645.1	Atf1_2140	-45
gene-LOC100578450	11784146	11792309	NC_037645.1	Atf1_2147	-57
gene-LOC100578450	11784146	11792309	NC_037645.1	Atf1_2148	49
gene-LOC100578450	11784146	11792309	NC_037645.1	Atf1_2149	77
gene-LOC113218929	11945359	11947038	NC_037645.1	Atf1_2135	-14
gene-LOC412069	11734133	11744943	NC_037645.1	Atf1_2153	45
gene-LOC552284	11744812	11747028	NC_037645.1	Atf1_2152	-16
gene-LOC107964882	11965426	11970203	NC_037645.1	Atf1_2134	28
gene-LOC102653693	11871337	11872271	NC_037645.1	Atf1_2142	-12
gene-LOC102653693	11871337	11872271	NC_037645.1	Atf1_2143	42
gene-LOC102656541	11775506	11778847	NC_037645.1	Atf1_2150	64
gene-LOC550698	11716341	11719045	NC_037645.1	Atf1_2158	12
gene-LOC550698	11716341	11719045	NC_037645.1	Atf1_2159	-37
gene-LOC724398	12211815	12216495	NC_037645.1	Atf1_2131	-66
gene-LOC724398	12211815	12216495	NC_037645.1	Atf1_2132	-11
gene-LOC727101	12367500	12373748	NC_037645.1	Atf1_2125	56
gene-LOC552310	12358311	12362071	NC_037645.1	Atf1_2127	0
gene-LOC413196	12410251	12411377	NC_037645.1	Atf1_2124	-41
gene-LOC412950	12514407	12518219	NC_037645.1	Atf1_2122	-61
gene-LOC412161	12263745	12291782	NC_037645.1	Atf1_2129	-28
gene-LOC552721	12340750	12345781	NC_037645.1	Atf1_2128	50
gene-LOC409533	11997540	12002750	NC_037645.1	Atf1_2133	44
gene-LOC552290	12363431	12367603	NC_037645.1	Atf1_2126	18
gene-LOC724225	12243858	12248389	NC_037645.1	Atf1_2130	12
gene-LOC100577033	12528379	12531670	NC_037645.1	Atf1_2120	-61
gene-LOC100577033	12528379	12531670	NC_037645.1	Atf1_2121	-58
gene-LOC725334	12630909	12632788	NC_037645.1	Atf1_2116	-73
gene-LOC413263	12603685	12610248	NC_037645.1	Atf1_2118	85
gene-LOC725135	12602539	12604446	NC_037645.1	Atf1_2119	-28
gene-LOC412584	12627653	12630600	NC_037645.1	Atf1_2117	50
gene-LOC113219335	890	2836	NW_020555792.1	Atf1_2466	-17
gene-LOC726880	32513	112375	NC_037646.1	Atf1_2112	90
gene-LOC552066	1272170	1286181	NC_037646.1	Atf1_2105	91
gene-LOC552066	1272170	1286181	NC_037646.1	Atf1_2106	79
gene-LOC102655897	290975	293203	NC_037646.1	Atf1_2111	32
gene-LOC412665	1243104	1247848	NC_037646.1	Atf1_2107	-46
gene-LOC551576	1576389	1583183	NC_037646.1	Atf1_2100	77
gene-LOC727592	1293833	1296277	NC_037646.1	Atf1_2104	-48
gene-LOC412647	1515422	1528807	NC_037646.1	Atf1_2102	-31
gene-LOC727153	1529073	1538144	NC_037646.1	Atf1_2101	23
gene-LOC113218991	958108	966114	NC_037646.1	Atf1_2109	73
gene-LOC725031	1149871	1221847	NC_037646.1	Atf1_2108	-22
